mammary gland branching involved in pregnancy:biological_process;'mammary gland branching involved in pregnancy:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mammary gland alveolus development:biological_process;'mammary gland alveolus development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
epithelial cell proliferation involved in mammary gland duct elongation:biological_process;'epithelial cell proliferation involved in mammary gland duct elongation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein localization to chromatin:biological_process;'protein localization to chromatin:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to estradiol stimulus:biological_process;'cellular response to estradiol stimulus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of epithelial cell apoptotic process:biological_process;'regulation of epithelial cell apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cell surface receptor protein tyrosine kinase signaling pathway:biological_process;'cell surface receptor protein tyrosine kinase signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
neuromuscular junction development:biological_process;'neuromuscular junction development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
motor neuron axon guidance:biological_process;'motor neuron axon guidance:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of cell growth:biological_process;'positive regulation of cell growth:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of microtubule-based process:biological_process;'regulation of microtubule-based process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
immature T cell proliferation in thymus:biological_process;'immature T cell proliferation in thymus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of immature T cell proliferation in thymus:biological_process;'negative regulation of immature T cell proliferation in thymus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of Rho protein signal transduction:biological_process;'positive regulation of Rho protein signal transduction:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
ERBB2-ERBB3 signaling pathway:biological_process;'ERBB2-ERBB3 signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
ERBB2-EGFR signaling pathway:biological_process;'ERBB2-EGFR signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
ERBB2-ERBB4 signaling pathway:biological_process;'ERBB2-ERBB4 signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
wound healing:biological_process;'wound healing:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
phosphatidylinositol 3-kinase/protein kinase B signal transduction:biological_process;'phosphatidylinositol 3-kinase/protein kinase B signal transduction:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of translation:biological_process;'positive regulation of translation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of angiogenesis:biological_process;'regulation of angiogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of cell adhesion:biological_process;'positive regulation of cell adhesion:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
oligodendrocyte differentiation:biological_process;'oligodendrocyte differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of ERK1 and ERK2 cascade:biological_process;'regulation of ERK1 and ERK2 cascade:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to epidermal growth factor stimulus:biological_process;'cellular response to epidermal growth factor stimulus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
semaphorin-plexin signaling pathway:biological_process;'semaphorin-plexin signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
neurotransmitter receptor localization to postsynaptic specialization membrane:biological_process;'neurotransmitter receptor localization to postsynaptic specialization membrane:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mitophagy:biological_process;'mitophagy:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
in utero embryonic development:biological_process;'in utero embryonic development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
somitogenesis:biological_process;'somitogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
release of cytochrome c from mitochondria:biological_process;'release of cytochrome c from mitochondria:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
hematopoietic progenitor cell differentiation:biological_process;'hematopoietic progenitor cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
T cell proliferation involved in immune response:biological_process;'T cell proliferation involved in immune response:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
B cell lineage commitment:biological_process;'B cell lineage commitment:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
T cell lineage commitment:biological_process;'T cell lineage commitment:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to ischemia:biological_process;'response to ischemia:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
nucleotide-excision repair:biological_process;'nucleotide-excision repair:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein import into nucleus:biological_process;'protein import into nucleus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
transforming growth factor beta receptor signaling pathway:biological_process;'transforming growth factor beta receptor signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
gastrulation:biological_process;'gastrulation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
neuroblast proliferation:biological_process;'neuroblast proliferation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of neuroblast proliferation:biological_process;'negative regulation of neuroblast proliferation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein localization:biological_process;'protein localization:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of DNA replication:biological_process;'negative regulation of DNA replication:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
determination of adult lifespan:biological_process;'determination of adult lifespan:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mRNA transcription:biological_process;'mRNA transcription:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
rRNA transcription:biological_process;'rRNA transcription:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to salt stress:biological_process;'response to salt stress:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to inorganic substance:biological_process;'response to inorganic substance:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to X-ray:biological_process;'response to X-ray:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cardiac muscle cell apoptotic process:biological_process;'cardiac muscle cell apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of cardiac muscle cell apoptotic process:biological_process;'positive regulation of cardiac muscle cell apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
viral process:biological_process;'viral process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
glucose catabolic process to lactate via pyruvate:biological_process;'glucose catabolic process to lactate via pyruvate:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cerebellum development:biological_process;'cerebellum development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of cell growth:biological_process;'negative regulation of cell growth:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
DNA damage response signal transduction by p53 class mediator:biological_process;'DNA damage response signal transduction by p53 class mediator:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of transforming growth factor beta receptor signaling pathway:biological_process;'negative regulation of transforming growth factor beta receptor signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mitotic G1 DNA damage checkpoint signaling:biological_process;'mitotic G1 DNA damage checkpoint signaling:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of telomere maintenance via telomerase:biological_process;'negative regulation of telomere maintenance via telomerase:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
T cell differentiation in thymus:biological_process;'T cell differentiation in thymus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of tissue remodeling:biological_process;'regulation of tissue remodeling:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
multicellular organism growth:biological_process;'multicellular organism growth:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of mitochondrial membrane permeability:biological_process;'positive regulation of mitochondrial membrane permeability:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to glucose starvation:biological_process;'cellular response to glucose starvation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
entrainment of circadian clock by photoperiod:biological_process;'entrainment of circadian clock by photoperiod:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mitochondrial DNA repair:biological_process;'mitochondrial DNA repair:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of DNA damage response signal transduction by p53 class mediator:biological_process;'regulation of DNA damage response signal transduction by p53 class mediator:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
transcription initiation-coupled chromatin remodeling:biological_process;'transcription initiation-coupled chromatin remodeling:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of proteolysis:biological_process;'negative regulation of proteolysis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of RNA polymerase II transcription preinitiation complex assembly:biological_process;'positive regulation of RNA polymerase II transcription preinitiation complex assembly:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to antibiotic:biological_process;'response to antibiotic:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
circadian behavior:biological_process;'circadian behavior:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
bone marrow development:biological_process;'bone marrow development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
embryonic organ development:biological_process;'embryonic organ development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of helicase activity:biological_process;'negative regulation of helicase activity:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein tetramerization:biological_process;'protein tetramerization:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
hematopoietic stem cell differentiation:biological_process;'hematopoietic stem cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of glial cell proliferation:biological_process;'negative regulation of glial cell proliferation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cardiac septum morphogenesis:biological_process;'cardiac septum morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of programmed necrotic cell death:biological_process;'positive regulation of programmed necrotic cell death:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress:biological_process;'intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of thymocyte apoptotic process:biological_process;'positive regulation of thymocyte apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
necroptotic process:biological_process;'necroptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to ionizing radiation:biological_process;'cellular response to ionizing radiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to UV-C:biological_process;'cellular response to UV-C:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
stem cell proliferation:biological_process;'stem cell proliferation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
signal transduction by p53 class mediator:biological_process;'signal transduction by p53 class mediator:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
intrinsic apoptotic signaling pathway by p53 class mediator:biological_process;'intrinsic apoptotic signaling pathway by p53 class mediator:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to actinomycin D:biological_process;'cellular response to actinomycin D:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of release of cytochrome c from mitochondria:biological_process;'positive regulation of release of cytochrome c from mitochondria:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
oxidative stress-induced premature senescence:biological_process;'oxidative stress-induced premature senescence:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
oligodendrocyte apoptotic process:biological_process;'oligodendrocyte apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of execution phase of apoptosis:biological_process;'positive regulation of execution phase of apoptosis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of mitophagy:biological_process;'negative regulation of mitophagy:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of mitochondrial membrane permeability involved in apoptotic process:biological_process;'regulation of mitochondrial membrane permeability involved in apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of intrinsic apoptotic signaling pathway by p53 class mediator:biological_process;'regulation of intrinsic apoptotic signaling pathway by p53 class mediator:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of G1 to G0 transition:biological_process;'negative regulation of G1 to G0 transition:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of miRNA processing:biological_process;'negative regulation of miRNA processing:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of glucose catabolic process to lactate via pyruvate:biological_process;'negative regulation of glucose catabolic process to lactate via pyruvate:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of pentose-phosphate shunt:biological_process;'negative regulation of pentose-phosphate shunt:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
intrinsic apoptotic signaling pathway in response to hypoxia:biological_process;'intrinsic apoptotic signaling pathway in response to hypoxia:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of fibroblast apoptotic process:biological_process;'regulation of fibroblast apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of reactive oxygen species metabolic process:biological_process;'negative regulation of reactive oxygen species metabolic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of stem cell proliferation:biological_process;'negative regulation of stem cell proliferation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of cellular senescence:biological_process;'positive regulation of cellular senescence:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of intrinsic apoptotic signaling pathway:biological_process;'positive regulation of intrinsic apoptotic signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
endothelial cell morphogenesis:biological_process;'endothelial cell morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of autophagy:biological_process;'negative regulation of autophagy:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
phosphorylation:biological_process;'phosphorylation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of microtubule polymerization:biological_process;'positive regulation of microtubule polymerization:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of Rho protein signal transduction:biological_process;'negative regulation of Rho protein signal transduction:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
hepatocyte growth factor receptor signaling pathway:biological_process;'hepatocyte growth factor receptor signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
branching morphogenesis of an epithelial tube:biological_process;'branching morphogenesis of an epithelial tube:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of stress fiber assembly:biological_process;'negative regulation of stress fiber assembly:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
establishment of skin barrier:biological_process;'establishment of skin barrier:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of thrombin-activated receptor signaling pathway:biological_process;'negative regulation of thrombin-activated receptor signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of hydrogen peroxide-mediated programmed cell death:biological_process;'negative regulation of hydrogen peroxide-mediated programmed cell death:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of guanyl-nucleotide exchange factor activity:biological_process;'negative regulation of guanyl-nucleotide exchange factor activity:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of endothelial cell chemotaxis:biological_process;'positive regulation of endothelial cell chemotaxis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
ossification:biological_process;'ossification:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
ovarian follicle development:biological_process;'ovarian follicle development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
metanephros development:biological_process;'metanephros development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
behavioral fear response:biological_process;'behavioral fear response:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
B cell homeostasis:biological_process;'B cell homeostasis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
B cell apoptotic process:biological_process;'B cell apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of cell-matrix adhesion:biological_process;'regulation of cell-matrix adhesion:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
lymphoid progenitor cell differentiation:biological_process;'lymphoid progenitor cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of B cell apoptotic process:biological_process;'negative regulation of B cell apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
renal system process:biological_process;'renal system process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
melanin metabolic process:biological_process;'melanin metabolic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of nitrogen utilization:biological_process;'regulation of nitrogen utilization:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
humoral immune response:biological_process;'humoral immune response:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
actin filament organization:biological_process;'actin filament organization:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
axonogenesis:biological_process;'axonogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
female pregnancy:biological_process;'female pregnancy:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to radiation:biological_process;'response to radiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to toxic substance:biological_process;'response to toxic substance:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to iron ion:biological_process;'response to iron ion:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to UV-B:biological_process;'response to UV-B:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of gene expression:biological_process;'regulation of gene expression:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of calcium ion transport into cytosol:biological_process;'negative regulation of calcium ion transport into cytosol:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of glycoprotein biosynthetic process:biological_process;'regulation of glycoprotein biosynthetic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mesenchymal cell development:biological_process;'mesenchymal cell development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of neuron maturation:biological_process;'positive regulation of neuron maturation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
smooth muscle cell migration:biological_process;'smooth muscle cell migration:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cochlear nucleus development:biological_process;'cochlear nucleus development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
gland morphogenesis:biological_process;'gland morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of transmembrane transporter activity:biological_process;'regulation of transmembrane transporter activity:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
